id,price,is_rent,area,province,district,ward,floor,bedroom,toilet
2179,9000000000,0,75.0,31,303,11308,0,4,4
2214,6400000000,0,50.0,01,008,00340,0,4,3
2180,9000000000,0,75.0,31,303,11308,0,4,4
2181,9000000000,0,75.0,31,303,11308,0,4,4
2182,5461000000,0,110.0,31,311,11563,0,4,3
2183,9000000000,0,75.0,31,303,11308,0,4,4
2184,9000000000,0,75.0,31,303,11308,0,4,4
2185,840000000,0,57.0,79,767,27010,0,2,2
2186,840000000,0,57.0,79,767,27010,0,2,2
2187,840000000,0,57.0,79,767,27010,0,2,2
2249,5800000000,0,44.0,79,786,27643,0,1,1
2251,6300000000,0,30.0,01,007,00265,0,3,4
2190,840000000,0,57.0,79,767,27010,0,2,2
2193,7500000000,0,45.0,01,008,00322,0,2,3
2198,6400000000,0,50.0,01,008,00340,0,4,3
2199,7500000000,0,45.0,01,008,00322,0,2,3
2200,840000000,0,57.0,79,767,27010,0,2,2
2201,5150000000,0,48.0,01,008,00322,0,3,4
2203,6200000000,0,48.0,01,007,00295,0,4,3
2205,6400000000,0,50.0,01,008,00340,0,4,3
2206,5150000000,0,48.0,01,008,00322,0,3,4
2207,6200000000,0,48.0,01,007,00295,0,4,3
2208,7500000000,0,45.0,01,008,00322,0,2,3
2215,5150000000,0,48.0,01,008,00322,0,3,4
2216,6200000000,0,48.0,01,007,00295,0,4,3
2221,7500000000,0,45.0,01,008,00322,0,2,3
2222,6300000000,0,30.0,01,007,00265,0,3,4
2224,7500000000,0,45.0,01,008,00322,0,2,3
2226,6400000000,0,50.0,01,008,00340,0,4,3
2228,5150000000,0,48.0,01,008,00322,0,3,4
2231,6200000000,0,48.0,01,007,00295,0,4,3
2232,6400000000,0,50.0,01,008,00340,0,4,3
2233,5150000000,0,48.0,01,008,00322,0,3,4
2235,6300000000,0,30.0,01,007,00265,0,3,4
2236,5800000000,0,44.0,79,786,27643,0,1,1
2237,6200000000,0,48.0,01,007,00295,0,4,3
2244,26759000000,0,196.0,31,311,11536,0,0,0
2269,26759000000,0,196.0,31,311,11536,0,0,0
2258,6800000000,0,-1,31,311,11578,0,4,4
2260,6300000000,0,30.0,01,007,00265,0,3,4
2263,4050000000,0,75.0,31,311,11533,0,4,4
2264,5624000000,0,110.0,31,311,11563,0,4,5
2265,5660000000,0,110.0,31,311,11578,0,4,4
2268,6300000000,0,30.0,01,007,00265,0,3,4
2274,5800000000,0,44.0,79,786,27643,0,1,1
2283,5800000000,0,44.0,79,786,27643,0,1,1
2289,26759000000,0,196.0,31,311,11536,0,0,0
2298,6800000000,0,-1,31,311,11578,0,4,4
2299,26759000000,0,196.0,31,311,11536,0,0,0
2305,4770000000,0,106.0,31,305,11404,0,0,0
2327,5800000000,0,44.0,79,786,27643,0,1,1
2307,6800000000,0,-1,31,311,11578,0,4,4
2679,55000000,1,250.0,01,019,00631,0,6,4
2680,55000000,1,250.0,01,019,00631,0,6,4
2681,30000000,1,81.0,01,004,00139,0,3,4
2683,45000000,1,100.0,01,004,00139,0,2,3
2692,27000000,1,70.0,01,009,00343,0,6,4
2693,45000000,1,100.0,01,004,00139,0,2,3
2311,2600000000,0,19.0,01,007,00265,0,3,3
2312,50000000000,0,150.0,01,009,00373,0,1,1
2314,9600000000,0,45.0,01,006,00181,0,3,4
2318,4050000000,0,75.0,31,311,11533,0,4,4
2319,5624000000,0,110.0,31,311,11563,0,4,5
2321,5660000000,0,110.0,31,311,11578,0,4,4
2338,26759000000,0,196.0,31,311,11536,0,0,0
2354,6800000000,0,-1,31,311,11578,0,4,4
2375,9600000000,0,67.0,01,008,00322,0,6,13
2376,5666000000,0,110.0,31,311,11578,0,4,4
2378,8900000000,0,140.0,01,007,00277,0,5,2
2381,5500000000,0,75.0,31,311,11533,0,4,3
2359,4050000000,0,75.0,31,311,11533,0,4,4
2360,5624000000,0,110.0,31,311,11563,0,4,5
2361,6800000000,0,-1,31,311,11578,0,4,4
2362,9600000000,0,67.0,01,008,00322,0,6,13
2363,5666000000,0,110.0,31,311,11578,0,4,4
2364,5660000000,0,110.0,31,311,11578,0,4,4
2367,4050000000,0,75.0,31,311,11533,0,4,4
2423,32500000000,0,120.0,01,007,00274,0,4,4
2368,5500000000,0,75.0,31,311,11533,0,4,3
2370,5600000000,0,110.0,31,311,11563,0,3,4
2371,5624000000,0,110.0,31,311,11563,0,4,5
2372,5660000000,0,110.0,31,311,11578,0,4,4
2383,36000000000,0,50.0,01,006,00190,0,6,6
2384,5600000000,0,110.0,31,311,11563,0,3,4
2413,58000000000,0,100.0,01,002,00046,0,2,2
2414,215000000000,0,350.0,01,007,00262,0,5,5
2415,59000000000,0,120.0,01,002,00046,0,2,2
2389,15500000000,0,33.0,01,006,00238,0,2,2
2390,184000000000,0,188.0,01,003,00103,0,1,1
2391,58000000000,0,100.0,01,002,00046,0,2,2
2392,215000000000,0,350.0,01,007,00262,0,5,5
2393,59000000000,0,120.0,01,002,00046,0,2,2
2394,155000000000,0,234.0,01,006,00217,0,9,9
2396,8900000000,0,140.0,01,007,00277,0,5,2
2398,36000000000,0,50.0,01,006,00190,0,6,6
2405,15500000000,0,33.0,01,006,00238,0,2,2
2409,184000000000,0,188.0,01,003,00103,0,1,1
2435,4770000000,0,106.0,31,305,11404,0,0,0
2417,155000000000,0,234.0,01,006,00217,0,9,9
2686,55000000,1,250.0,01,019,00631,0,6,4
2484,8500000000,0,51.0,01,008,00307,0,3,4
2456,8200000000,0,54.0,79,764,26881,0,3,4
2461,13400000000,0,69.0,79,771,27169,0,2,2
2465,10000000000,0,80.0,79,775,27364,0,0,0
2466,5800000000,0,50.0,01,008,00322,0,4,3
2472,55000000000,0,368.0,79,766,26971,0,0,0
2568,130000000000,0,180.0,79,770,27139,0,0,0
2905,20000000,1,70.0,01,006,00217,0,0,2
2581,130000000000,0,180.0,79,770,27139,0,0,0
2582,130000000000,0,180.0,79,770,27139,0,0,0
2583,10500000000,0,100.0,79,767,27019,0,5,5
2586,330000000000,0,-1,79,770,27139,0,0,3
2595,330000000000,0,-1,79,770,27139,0,0,3
2590,130000000000,0,180.0,79,770,27139,0,0,0
2594,10500000000,0,100.0,79,767,27019,0,5,5
2599,10500000000,0,100.0,79,767,27019,0,5,5
2600,130000000000,0,180.0,79,770,27139,0,0,0
2603,330000000000,0,-1,79,770,27139,0,0,3
2607,10500000000,0,100.0,79,767,27019,0,5,5
2611,330000000000,0,-1,79,770,27139,0,0,3
2617,10500000000,0,100.0,79,767,27019,0,5,5
2620,330000000000,0,-1,79,770,27139,0,0,3
2688,45000000,1,100.0,01,004,00139,0,2,3
2689,45000000,1,100.0,01,004,00139,0,2,3
2808,4950000000,0,28.0,01,007,00274,0,2,3
2831,4950000000,0,28.0,01,007,00274,0,2,3
2695,27000000,1,70.0,01,009,00343,0,6,4
2698,27000000,1,70.0,01,009,00343,0,6,4
2701,27000000,1,70.0,01,009,00343,0,6,4
2702,30000000,1,81.0,01,004,00139,0,3,4
2703,30000000,1,81.0,01,004,00139,0,3,4
2990,19500000,1,77.0,01,003,00109,0,4,4
2711,30000000,1,81.0,01,004,00139,0,3,4
2714,30000000,1,81.0,01,004,00139,0,3,4
2792,21000000,1,50.0,01,005,00169,0,6,4
2795,80000000,1,120.0,01,005,00167,0,7,7
2810,21000000,1,50.0,01,005,00169,0,6,4
2811,21000000,1,50.0,01,005,00169,0,6,4
2812,80000000,1,120.0,01,005,00167,0,7,7
2814,80000000,1,120.0,01,005,00167,0,7,7
2815,21000000,1,50.0,01,005,00169,0,6,4
2816,21000000,1,50.0,01,005,00169,0,6,4
2818,80000000,1,120.0,01,005,00167,0,7,7
2819,80000000,1,120.0,01,005,00167,0,7,7
2829,4950000000,0,28.0,01,007,00274,0,2,3
3007,16000000,1,45.0,01,001,00022,0,4,4
2842,4950000000,0,28.0,01,007,00274,0,2,3
2843,4950000000,0,28.0,01,007,00274,0,2,3
3952,10300000000,0,70.0,79,766,26974,0,4,5
2934,1300000000,0,20.0,79,786,27643,0,3,2
2878,30000000,1,70.0,01,009,00343,0,6,4
2882,1300000000,0,20.0,79,786,27643,0,3,2
2942,20000000,1,70.0,01,006,00217,0,0,2
2971,20000000,1,70.0,01,006,00217,0,0,2
2921,30000000,1,70.0,01,009,00343,0,6,4
2924,23000000,1,70.0,01,005,00169,0,5,4
2925,1300000000,0,20.0,79,786,27643,0,3,2
2930,30000000,1,70.0,01,009,00343,0,6,4
2941,1300000000,0,20.0,79,786,27643,0,3,2
2937,30000000,1,70.0,01,009,00343,0,6,4
2949,30000000,1,70.0,01,009,00343,0,6,4
2950,20000000,1,70.0,01,006,00217,0,0,2
2951,1300000000,0,20.0,79,786,27643,0,3,2
2947,40000000,1,100.0,01,004,00145,0,1,2
2968,23000000,1,70.0,01,005,00169,0,5,4
2969,40000000,1,100.0,01,004,00145,0,1,2
2954,50000000,1,90.0,01,004,00145,0,2,2
2957,23000000,1,70.0,01,005,00169,0,5,4
2959,50000000,1,60.0,01,004,00145,0,4,5
2960,20000000,1,70.0,01,006,00217,0,0,2
2966,16000000,1,45.0,01,001,00022,0,4,4
2984,70000000,1,100.0,01,004,00145,0,2,2
2985,60000000,1,110.0,01,004,00145,0,0,3
2987,50000000,1,90.0,01,004,00145,0,2,2
2972,60000000,1,110.0,01,004,00145,0,0,3
2975,50000000,1,90.0,01,004,00145,0,2,2
2977,23000000,1,70.0,01,005,00169,0,5,4
2979,50000000,1,60.0,01,004,00145,0,4,5
2980,19500000,1,77.0,01,003,00109,0,4,4
2981,40000000,1,100.0,01,004,00145,0,1,2
2983,16000000,1,45.0,01,001,00022,0,4,4
2991,40000000,1,100.0,01,004,00145,0,1,2
2993,50000000,1,60.0,01,004,00145,0,4,5
2996,70000000,1,100.0,01,004,00145,0,2,2
2999,60000000,1,110.0,01,004,00145,0,0,3
3001,50000000,1,90.0,01,004,00145,0,2,2
3002,19500000,1,77.0,01,003,00109,0,4,4
3003,50000000,1,60.0,01,004,00145,0,4,5
3006,70000000,1,100.0,01,004,00145,0,2,2
2994,23000000,1,70.0,01,005,00169,0,5,4
2995,16000000,1,45.0,01,001,00022,0,4,4
3021,60000000,1,110.0,01,004,00145,0,0,3
3025,19500000,1,77.0,01,003,00109,0,4,4
3026,70000000,1,100.0,01,004,00145,0,2,2
3008,40000000,1,100.0,01,004,00145,0,1,2
3011,60000000,1,110.0,01,004,00145,0,0,3
3013,50000000,1,90.0,01,004,00145,0,2,2
3014,19500000,1,77.0,01,003,00109,0,4,4
3016,50000000,1,60.0,01,004,00145,0,4,5
3018,70000000,1,100.0,01,004,00145,0,2,2
3019,16000000,1,45.0,01,001,00022,0,4,4
3075,55000000,1,450.0,79,770,27145,0,8,5
3079,55000000,1,450.0,79,770,27145,0,8,5
3084,55000000,1,450.0,79,770,27145,0,8,5
3097,55000000,1,450.0,79,770,27145,0,8,5
4165,23000000,1,50.0,01,009,00343,0,6,4
4166,23000000,1,50.0,01,009,00343,0,6,4
4194,18000000,1,55.0,01,009,00361,0,5,4
4215,35000000,1,55.0,01,009,00361,0,6,6
3120,55000000,1,450.0,79,770,27145,0,8,5
3173,17000000,1,50.0,01,005,00169,0,4,4
3174,17000000,1,50.0,01,005,00169,0,4,4
3148,12900000,1,68.0,79,772,27214,0,2,2
3151,12900000,1,68.0,79,772,27214,0,2,2
3160,30000000,1,60.0,01,001,00008,0,5,4
3161,30000000,1,60.0,01,001,00008,0,5,4
3165,20000000,1,50.0,01,006,00199,0,4,4
3166,20000000,1,50.0,01,006,00199,0,4,4
3168,12900000,1,68.0,79,772,27214,0,2,2
3183,30000000,1,60.0,01,001,00008,0,5,4
3185,12900000,1,68.0,79,772,27214,0,2,2
3186,20000000,1,50.0,01,006,00199,0,4,4
3188,30000000,1,60.0,01,001,00008,0,5,4
3189,17000000,1,50.0,01,005,00169,0,4,4
3190,50000000,1,94.0,01,004,00145,0,6,7
3192,30000000,1,60.0,01,001,00008,0,5,4
3193,1450000000,0,120.0,74,718,25771,0,0,0
3177,50000000,1,94.0,01,004,00145,0,6,7
3178,50000000,1,94.0,01,004,00145,0,6,7
3180,12900000,1,68.0,79,772,27214,0,2,2
3191,20000000,1,50.0,01,006,00199,0,4,4
3246,22000000,1,60.0,01,005,00169,0,6,4
3249,1450000000,0,120.0,74,718,25771,0,0,0
3194,1450000000,0,120.0,74,718,25771,0,0,0
3195,20000000,1,50.0,01,006,00199,0,4,4
3196,1450000000,0,120.0,74,718,25771,0,0,0
3197,1450000000,0,120.0,74,718,25771,0,0,0
3198,17000000,1,50.0,01,005,00169,0,4,4
3199,17000000,1,50.0,01,005,00169,0,4,4
3200,50000000,1,94.0,01,004,00145,0,6,7
3201,22000000,1,60.0,01,005,00169,0,6,4
3202,22000000,1,60.0,01,005,00169,0,6,4
3203,50000000,1,94.0,01,004,00145,0,6,7
3209,1450000000,0,120.0,74,718,25771,0,0,0
3211,4100000000,0,24.0,01,007,00277,0,3,4
3212,4100000000,0,24.0,01,007,00277,0,3,4
3214,1450000000,0,120.0,74,718,25771,0,0,0
3217,22000000,1,60.0,01,005,00169,0,6,4
3219,6200000000,0,45.0,01,007,00265,0,5,6
3220,6200000000,0,45.0,01,007,00265,0,5,6
3230,1450000000,0,120.0,74,718,25771,0,0,0
3233,4100000000,0,24.0,01,007,00277,0,3,4
3236,1450000000,0,120.0,74,718,25771,0,0,0
3240,1450000000,0,120.0,74,718,25771,0,0,0
3244,6200000000,0,45.0,01,007,00265,0,5,6
3259,22000000,1,60.0,01,005,00169,0,6,4
3261,4100000000,0,24.0,01,007,00277,0,3,4
4168,17000000,1,50.0,01,009,00343,0,4,4
4423,2900000000,0,107.0,80,807,28159,0,0,0
3269,6200000000,0,45.0,01,007,00265,0,5,6
3282,6200000000,0,45.0,01,007,00265,0,5,6
3274,4100000000,0,24.0,01,007,00277,0,3,4
3330,1090000000,0,18.0,79,786,27643,0,3,2
3331,1750000000,0,120.0,74,718,25771,0,0,0
3332,1750000000,0,120.0,74,718,25771,0,0,0
3286,1090000000,0,18.0,79,786,27643,0,3,2
3291,1090000000,0,18.0,79,786,27643,0,3,2
3301,1090000000,0,18.0,79,786,27643,0,3,2
3306,1750000000,0,120.0,74,718,25771,0,0,0
3310,1750000000,0,120.0,74,718,25771,0,0,0
3313,1449000000,0,150.0,74,718,25771,0,0,0
3316,1449000000,0,150.0,74,718,25771,0,0,0
3317,949999000,0,105.0,74,725,25966,0,0,0
3319,949999000,0,105.0,74,725,25966,0,0,0
3320,1449000000,0,120.0,74,718,25771,0,0,0
3325,1449000000,0,120.0,74,718,25771,0,0,0
4169,17000000,1,50.0,01,009,00343,0,4,4
4170,23000000,1,50.0,01,009,00343,0,6,4
4171,23000000,1,50.0,01,009,00343,0,6,4
3337,1750000000,0,120.0,74,718,25771,0,0,0
3340,1450000000,0,120.0,74,718,25771,0,0,0
4173,17000000,1,50.0,01,009,00343,0,4,4
4174,35000000,1,90.0,01,009,00343,0,6,4
4175,17000000,1,50.0,01,009,00343,0,4,4
4176,35000000,1,90.0,01,009,00343,0,6,4
4182,22000000,1,50.0,01,009,00343,0,6,4
4199,35000000,1,80.0,01,009,00367,0,5,5
3342,1449000000,0,150.0,74,718,25771,0,0,0
3345,1450000000,0,120.0,74,718,25771,0,0,0
3347,1850000000,0,163.0,74,723,25891,0,0,0
3349,949999000,0,105.0,74,725,25966,0,0,0
3350,1850000000,0,163.0,74,723,25891,0,0,0
3352,1449000000,0,120.0,74,718,25771,0,0,0
3356,1750000000,0,120.0,74,718,25771,0,0,0
3358,1450000000,0,120.0,74,718,25771,0,0,0
3362,1750000000,0,120.0,74,718,25771,0,0,0
3363,1850000000,0,163.0,74,723,25891,0,0,0
3367,1449000000,0,150.0,74,718,25771,0,0,0
3378,1750000000,0,120.0,74,718,25771,0,0,0
3368,949999000,0,105.0,74,725,25966,0,0,0
3369,4950000000,0,28.0,01,007,00274,0,2,3
3371,1449000000,0,120.0,74,718,25771,0,0,0
3372,4950000000,0,28.0,01,007,00274,0,2,3
4424,1250000000,0,75.0,80,807,28159,0,2,1
3382,1450000000,0,120.0,74,718,25771,0,0,0
3421,17000000000,0,100.0,79,771,27169,0,3,2
3422,17000000000,0,100.0,79,771,27169,0,3,2
3387,1850000000,0,163.0,74,723,25891,0,0,0
3388,1560000000,0,120.0,74,718,25771,0,0,0
3389,1560000000,0,120.0,74,718,25771,0,0,0
3390,4950000000,0,28.0,01,007,00274,0,2,3
3401,1560000000,0,120.0,74,718,25771,0,0,0
3439,1450000000,0,120.0,74,718,25771,0,0,0
3410,4950000000,0,28.0,01,007,00274,0,2,3
3413,22500000000,0,111.0,79,778,27490,0,5,5
3415,22500000000,0,111.0,79,778,27490,0,5,5
3434,450000000000,0,800.0,79,770,27139,0,0,0
3446,55000000000,0,105000000.0,74,720,25777,0,0,0
3451,17000000000,0,100.0,79,771,27169,0,3,2
3427,1560000000,0,120.0,74,718,25771,0,0,0
3430,450000000000,0,800.0,79,770,27139,0,0,0
3440,1450000000,0,120.0,74,718,25771,0,0,0
3441,1560000000,0,120.0,74,718,25771,0,0,0
3442,22500000000,0,111.0,79,778,27490,0,5,5
3443,1560000000,0,120.0,74,718,25771,0,0,0
3444,55000000000,0,105000000.0,74,720,25777,0,0,0
3458,450000000000,0,800.0,79,770,27139,0,0,0
3459,1090000000,0,18.0,79,786,27643,0,3,2
3463,1450000000,0,120.0,74,718,25771,0,0,0
3464,1560000000,0,120.0,74,718,25771,0,0,0
3467,55000000000,0,105000000.0,74,720,25777,0,0,0
3471,22500000000,0,111.0,79,778,27490,0,5,5
3474,17000000000,0,100.0,79,771,27169,0,3,2
3485,450000000000,0,800.0,79,770,27139,0,0,0
3490,1450000000,0,120.0,74,718,25771,0,0,0
3494,1560000000,0,120.0,74,718,25771,0,0,0
3496,55000000000,0,105000000.0,74,720,25777,0,0,0
3526,4100000000,0,24.0,01,007,00277,0,3,4
3528,4100000000,0,24.0,01,007,00277,0,3,4
3562,4100000000,0,24.0,01,007,00277,0,3,4
4210,18000000,1,55.0,01,009,00361,0,5,4
3568,4100000000,0,24.0,01,007,00277,0,3,4
3677,14495000000,0,118.0,79,771,27169,0,7,7
3592,7000000000,0,152.0,48,493,20266,0,0,0
3595,6700000000,0,200.0,48,493,20266,0,0,0
3596,5500000000,0,90.0,48,493,20269,0,2,2
3607,7000000000,0,152.0,48,493,20266,0,0,0
3610,2550000000,0,90.0,48,490,20195,0,2,1
3611,13500000000,0,110.0,48,492,20257,0,15,16
3612,2400000000,0,50.0,48,492,20258,0,1,1
3614,11999000000,0,200.0,48,494,20285,0,4,5
3625,5900000000,0,70.0,48,495,20260,0,4,2
3626,4850000000,0,120.0,48,492,20258,0,9,10
3627,2990000000,0,130.0,48,491,20207,0,2,1
3628,6500000000,0,122.0,48,495,20260,0,5,4
3640,5500000000,0,90.0,48,493,20269,0,2,2
3637,6700000000,0,200.0,48,493,20266,0,0,0
3685,7300000000,0,42.0,01,008,00310,0,3,4
3688,7300000000,0,42.0,01,008,00310,0,3,4
3644,7000000000,0,152.0,48,493,20266,0,0,0
3658,6700000000,0,200.0,48,493,20266,0,0,0
3664,5500000000,0,90.0,48,493,20269,0,2,2
3675,7000000000,0,152.0,48,493,20266,0,0,0
3676,14495000000,0,118.0,79,771,27169,0,7,7
4177,35000000,1,90.0,01,009,00343,0,6,4
4178,35000000,1,90.0,01,009,00343,0,6,4
4179,22000000,1,50.0,01,009,00343,0,6,4
4211,18000000,1,55.0,01,009,00361,0,5,4
3916,1990000000,0,27.0,79,786,27643,0,4,2
3917,1990000000,0,27.0,79,786,27643,0,4,2
3918,30000000,1,70.0,01,009,00343,0,6,4
3921,1990000000,0,27.0,79,786,27643,0,4,2
3932,45000000000,0,140.0,79,778,27472,0,3,2
3933,45000000000,0,140.0,79,778,27472,0,3,2
3934,10300000000,0,70.0,79,766,26974,0,4,5
3939,2200000000,0,34.0,75,731,26032,0,3,3
3940,5600000000,0,54.0,79,771,27172,0,3,3
3926,2200000000,0,34.0,75,731,26032,0,3,3
3927,2200000000,0,34.0,75,731,26032,0,3,3
3935,10300000000,0,70.0,79,766,26974,0,4,5
3938,5600000000,0,54.0,79,771,27172,0,3,3
3950,45000000000,0,140.0,79,778,27472,0,3,2
3954,5600000000,0,54.0,79,771,27172,0,3,3
4180,23000000,1,50.0,01,009,00343,0,6,4
4181,22000000,1,50.0,01,009,00343,0,6,4
4195,22000000,1,50.0,01,009,00343,0,6,4
4196,18000000,1,55.0,01,009,00361,0,5,4
4212,25000000,1,86.0,01,009,00352,0,4,4
4197,18000000,1,55.0,01,009,00361,0,5,4
4183,26000000,1,80.0,01,009,00343,0,6,4
4184,22000000,1,50.0,01,009,00343,0,6,4
